Museum_Number	UCM_Number	Canister	Class	Order	Family	Subfamily	Genus	Species	Element_original	Notes	Last ID revision	include.in.diversity.stats	Old IDs	order	genus	species	element
LACMP23-34202	NSF-17-987	B2/L6	Mammalia	Rodentia	Geomyidae	Thomomyinae	Thomomys	sp	lower rt m1/m2			y					
LACMP23-34203	NSF-17-988	B2/L6	Mammalia	Rodentia	?Heteromyidae				rt maxilla	no teeth	1/29/2019	y					
LACMP23-34204	NSF-17-989	B2/L6	Mammalia	Rodentia	Cricetidae	Neotominae	Peromyscus	sp	lower lt m1	grade 0, worn	8/6/2019	y					
LACMP23-34205	NSF-17-990	B2/L6	Mammalia	Rodentia	Cricetidae	Neotominae			partial lower rt m1		8/6/2019	y					
LACMP23-34206	NSF-17-991	B2/L6	Mammalia	Rodentia	Cricetidae	Neotominae	?Peromyscus	sp	upper lt M1	broken in 2 frags	8/6/2019	y					
LACMP23-34207	NSF-17-992	B2/L6	Mammalia	Rodentia	Cricetidae	Neotominae			lower rt m2		1/29/2019	y					
LACMP23-34208	NSF-17-993	B2/L6	Mammalia	Rodentia	Cricetidae	Neotominae			upper lt M2		1/29/2019	y					
LACMP23-34209	NSF-17-994	B2/L6	Mammalia	Rodentia	Cricetidae	Neotominae			rt dentary	no teeth		y					
LACMP23-34210	NSF-17-995	B2/L6	Mammalia	Rodentia	Cricetidae	Neotominae			posterior rt dentary frag	no teeth		y					
LACMP23-34211	NSF-17-996	B2/L6	Mammalia	Rodentia	Cricetidae	Neotominae			maxillary frag			y					
LACMP23-34212	NSF-17-997	B2/L6	Mammalia	Rodentia	Cricetidae	Neotominae			lt maxillary frag			y					
LACMP23-34213	NSF-17-998	B2/L6	Mammalia	Rodentia	Cricetidae	Neotominae	cf Peromyscus	sp	lt dentary w/ incisor 		10/1/2018	y					
LACMP23-34214	NSF-17-999	B2/L6	Mammalia	Rodentia	Cricetidae	Neotominae			lt dentary w/ incisor 			y					
LACMP23-34215	NSF-17-1000	B2/L6	Mammalia	Rodentia	Cricetidae	Neotominae	Peromyscus	cf P. californicus	lower lt m1	size ~Pcal, grade 2	2/20/2020	y					
LACMP23-34216	NSF-17-1001	B2/L6	Mammalia	Rodentia	Cricetidae	Neotominae			lower m2	worn, broken in two frags		y					
LACMP23-34217	NSF-17-1002	B2/L6	Mammalia	Rodentia	Cricetidae	Neotominae			upper rt M2		1/29/2019	y					
LACMP23-34218	NSF-17-1003	B2/L6	Mammalia	Rodentia	Cricetidae	?Neotominae			tooth frag			y					
LACMP23-34219	NSF-17-1004	B2/L6	Mammalia	Rodentia	Cricetidae	?Neotominae			molar			y					
LACMP23-34220	NSF-17-1005	B2/L6	Mammalia	cf Carnivora					tooth frag			n					
LACMP23-34221	NSF-17-1006	B2/L6	Mammalia	Carnivora					tooth frag			n					
LACMP23-34222	NSF-17-1007	B2/L6	Mammalia	cf Rodentia					tooth frag			n					
Not Cataloged	NSF-17-1008	B2/L6	Vertebrata						dentary/maxilla frag			n					
Not Cataloged	NSF-17-1009	B2/L6	Vertebrata						tooth frag			n					
LACMP23-34223	NSF-17-1010A	C3/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	lt anterior dentary frag			y					
LACMP23-34224	NSF-17-1010B	B3/L6	Mammalia						tooth frag			n					
LACMP23-34225	NSF-17-1011	B3/L6	Mammalia	Lagomorpha	Leporidae		?Sylvilagus	sp	tooth frag			y					
LACMP23-34226	NSF-17-1012	B3/L6	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth frag	juv		y					
LACMP23-34227	NSF-17-1013	B3/L6	Mammalia	Carnivora					tooth frag			n					
LACMP23-34228	NSF-17-1014	B3/L6	Mammalia	Rodentia	?Sciuridae				tooth frag			y					
LACMP23-34229	NSF-17-1015	B3/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	partial lower lt m1			y					
LACMP23-34230	NSF-17-1016	B3/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	lower rt m1		5/17/2020	y					
LACMP23-34231	NSF-17-1017	B3/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	lower rt m1		5/17/2020	y					
LACMP23-34232	NSF-17-1018	B3/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	lower rt m1		5/17/2020	y					
LACMP23-34233	NSF-17-1019	B3/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	partial lower rt m1			y					
LACMP23-34234	NSF-17-1020	B3/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	lower rt m2			y					
LACMP23-34235	NSF-17-1021	B3/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	lower lt dentary	no teeth		y					
LACMP23-34236	NSF-17-1022	B3/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	lower rt m2			y					
LACMP23-34237	NSF-17-1023	B3/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	cf Microtus	sp	rt dentary frag			y					
LACMP23-34238	NSF-17-1024	B3/L6	Mammalia	Rodentia	Heteromyidae	Dipodomyinae	Dipodomys	sp	lower lt p4			y					
LACMP23-34239	NSF-17-1025	B3/L6	Mammalia	Rodentia	Heteromyidae	Dipodomyinae	Dipodomys	sp	lower (lt?) m1/m2			y					
LACMP23-34240	NSF-17-1026	B3/L6	Mammalia	Rodentia	Heteromyidae	Dipodomyinae	Dipodomys	sp	lower (rt?) m1/m2			y					
LACMP23-34241	NSF-17-1027	B3/L6	Mammalia	Rodentia	Heteromyidae	Dipodomyinae	Dipodomys	sp	lower (rt?) m1/m2			y					
LACMP23-34242	NSF-17-1028	B3/L6	Mammalia	Rodentia	Geomyidae	Thomomyinae	Thomomys 	sp	lower rt m1/m2			y					
LACMP23-34243	NSF-17-1029	B3/L6	Mammalia	Rodentia	Heteromyidae	Dipodomyinae	Dipodomys	sp	upper (rt?) M1/M2			y					
LACMP23-34244	NSF-17-1030	B3/L6	Mammalia	Rodentia	Heteromyidae	Dipodomyinae	?Dipodomys	sp	partial upper P4			y					
LACMP23-34245	NSF-17-1031	B3/L6	Mammalia	Rodentia	Heteromyidae	Dipodomyinae	Dipodomys	sp	lower lt m1/m2			y					
LACMP23-34246	NSF-17-1032	B3/L6	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth	juv		y					
LACMP23-34247	NSF-17-1033	B3/L6	Mammalia	Rodentia	Heteromyidae	Dipodomyinae	Dipodomys	sp	molar			y					
LACMP23-34248	NSF-17-1034	B3/L6	Mammalia	Rodentia	Heteromyidae	Dipodomyinae	Dipodomys	sp	lower rt p4	juv		y					
LACMP23-34249	NSF-17-1035	B3/L6	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth	juv		y					
LACMP23-34250	NSF-17-1036	B3/L6	Mammalia	Rodentia	Heteromyidae	Dipodomyinae	Dipodomys	sp	partial lower tooth			y					
LACMP23-34251	NSF-17-1037	B3/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper lt tooth			y					
LACMP23-34252	NSF-17-1038	B3/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower rt tooth			y					
LACMP23-34253	NSF-17-1039	B3/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower rt tooth			y					
LACMP23-34254	NSF-17-1040	B3/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower lt tooth			y					
LACMP23-34255	NSF-17-1041	B3/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower lt tooth			y					
LACMP23-34256	NSF-17-1042	B3/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower rt p3		1/21/2019	y					
LACMP23-34257	NSF-17-1043	B3/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower lt tooth			y					
LACMP23-34258	NSF-17-1044	B3/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower lt tooth			y					
LACMP23-34259	NSF-17-1045	B3/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	audubonii	lower lt p3 frag	Juv	9/13/2018	y					
LACMP23-34260	NSF-17-1046	B3/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	audubonii	lower lt p3	Juv	9/13/2018	y					
LACMP23-34261	NSF-17-1047	B3/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower lt tooth			y					
LACMP23-34262	NSF-17-1048	B3/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	bachmani	lower rt p3			y					
LACMP23-34263	NSF-17-1049	B3/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	rt dentary frag w/ two teeth			y					
LACMP23-34264	NSF-17-1050	B3/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	dentary frag			y					
LACMP23-34265	NSF-17-1051	B3/L6	Mammalia	Rodentia	Heteromyidae	Perognathinae					1/29/2019	y					
LACMP23-34266	NSF-17-1052	B3/L6	Mammalia	Rodentia	Sciuridae	Xerinae	Otospermophilus	?beecheyi	upper rt M1/M2 frag			y					
LACMP23-34267	NSF-17-1053	B3/L6	Mammalia	Rodentia	Sciuridae	Xerinae	Otospermophilus	?beecheyi	lower molar frag			y					
LACMP23-34268	NSF-17-1054	B3/L6	Mammalia	Rodentia	Sciuridae	Xerinae	Otospermophilus	?beecheyi	lower molar frag			y					
LACMP23-34269	NSF-17-1055	B3/L6	Mammalia	Rodentia	?Sciuridae	Xerinae			tooth frag			y					
LACMP23-34270	NSF-17-1056	B3/L6	Mammalia	Rodentia	Cricetidae	Neotominae	Neotoma	sp	upper lt M3			y					
LACMP23-34271	NSF-17-1057	B3/L6	Mammalia	Eulipotyphla        	Soricidae 	Soricinae	Sorex	sp	rt posterior dentary w/ partial teeth		1/29/2019	y					
LACMP23-34272	NSF-17-1058	B3/L6	Mammalia	Rodentia	Cricetidae	Neotominae			rt dentary	no teeth		y					
LACMP23-34273	NSF-17-1059	B3/L6	Mammalia	Rodentia	Cricetidae	Neotominae	cf Peromyscus	sp	lt dentary	no teeth	10/1/2018	y					
LACMP23-34274	NSF-17-1060	B3/L6	Mammalia	Rodentia	Cricetidae	Neotominae	Peromyscus	sp	lower lt m1	grade 0	8/6/2019	y					
LACMP23-34275	NSF-17-1061	B3/L6	Mammalia	Carnivora					incisor 			n					
LACMP23-34276	NSF-17-1062	B3/L6	Mammalia	Carnivora					partial premolar			n					
LACMP23-34277	NSF-17-1063	B3/L6	Mammalia	Carnivora	Mustelidae	Mustelinae	Mustela	frenata	lower rt p3		9/26/2018	y					
LACMP23-34278	NSF-17-1064	B3/L6	Mammalia	Carnivora					Incisor frag			n					
LACMP23-34279	NSF-17-1065	B3/L6	Mammalia	Carnivora					Incisor frag			n					
LACMP23-34280	NSF-17-1066	B3/L6	Mammalia	Carnivora					Incisor frag			n					
LACMP23-34281	NSF-17-1067	C3/L4	Mammalia	Rodentia	Sciuridae	Xerinae	Otospermophilus	?beecheyi	lower lt m1/m2			y					
LACMP23-34282	NSF-17-1068	C3/L4	Mammalia	Rodentia	Sciuridae	Xerinae	Otospermophilus	?beecheyi	lower rt m3			y					
LACMP23-34283	NSF-17-1069	C3/L4	Mammalia	Rodentia	Sciuridae	Xerinae	Otospermophilus	?beecheyi	lower molar frag			y					
LACMP23-34284	NSF-17-1070	C3/L4	Mammalia	Rodentia	Sciuridae	Xerinae	Otospermophilus	?beecheyi	upper rt M1/M2 frag			y					
LACMP23-34285	NSF-17-1071	C3/L4	Mammalia	Rodentia	cf Sciuridae	Xerinae	Otospermophilus	?beecheyi	tooth	possibly skunk m2		y					
LACMP23-34286	NSF-17-1072	C3/L4	Mammalia	Rodentia	Cricetidae	Neotominae	Neotoma	sp	partial lower rt m2			y					
LACMP23-34287	NSF-17-1073	C3/L4	Mammalia	Rodentia	Heteromyidae	Perognathinae			lower (rt?) m1/m2		1/29/2019	y					
LACMP23-34288	NSF-17-1074	C3/L4	Mammalia	Rodentia	Heteromyidae	Perognathinae			lower lt m1/m2		1/29/2019	y					
LACMP23-34289	NSF-17-1075	C3/L4	Mammalia	Rodentia	Heteromyidae	Perognathinae			lower rt m1/m2		1/29/2019	y					
LACMP23-34290	NSF-17-1076	C3/L4	Mammalia	Rodentia	Cricetidae	Neotominae	Peromyscus	cf P. maniculatus	lower lt m1	grade 0, small anteroconid	8/6/2019	y					
LACMP23-34291	NSF-17-1077	C3/L4	Mammalia	Rodentia	Cricetidae	Neotominae	Peromyscus	sp	upper lt M1	size intermediate b/w Pman and Pcal, surface covered	8/6/2019	y					
LACMP23-34292	NSF-17-1078	C3/L4	Mammalia	Rodentia	Cricetidae	Neotominae	Peromyscus	sp	upper rt M1	surface covered	8/6/2019	y					
LACMP23-34293	NSF-17-1079	C3/L4	Mammalia	Rodentia	Cricetidae	Neotominae	Peromyscus	cf P. californicus	upper rt M1	~Pcal sized	2/20/2020	y					
LACMP23-34294	NSF-17-1080	C3/L4	Mammalia	Rodentia	Cricetidae	Neotominae	Peromyscus	sp	lower lt m1	grade 0	8/6/2019	y					
LACMP23-34295	NSF-17-1081	C3/L4	Mammalia	Rodentia	Sciuridae	Xerinae	Neotamias/Tamias	sp	lower lt p4		8/6/2019	y					
LACMP23-34296	NSF-17-1082	C3/L4	Mammalia	Rodentia	Cricetidae	Neotominae	Peromyscus	cf P. maniculatus	upper rt M1	prominent accessory lophs	8/6/2019	y					
LACMP23-34297	NSF-17-1083	C3/L4	Mammalia	Rodentia	Cricetidae	Neotominae	Peromyscus	sp	upper rt M1	surface covered	8/6/2019	y					
LACMP23-34298	NSF-17-1084	C3/L4	Mammalia	Rodentia	Cricetidae	?Neotominae			tooth	strange-looking, flat lophs		y					
LACMP23-34299	NSF-17-1085	C3/L4	Mammalia	Rodentia	Cricetidae	?Neotominae			tooth	strange-looking, flat lophs		y					
LACMP23-34300	NSF-17-1086	C3/L4	Mammalia	Rodentia	Cricetidae	Neotominae	?Peromyscus	sp	lower lt m1 frag		8/6/2019	y					
LACMP23-34301	NSF-17-1087	C3/L4	Mammalia	Rodentia	Cricetidae	Neotominae	Peromyscus	sp	lower lt m1	grade 0, worn	8/6/2019	y					
LACMP23-34302	NSF-17-1088	C3/L4	Mammalia	Rodentia	Cricetidae	Neotominae	Peromyscus	sp	lower lt m1	grade 0, surface covered	8/6/2019	y					
LACMP23-34303	NSF-17-1089	C3/L4	Mammalia	Rodentia	Cricetidae	Neotominae	Peromyscus	sp	lower lt m1	grade 0	8/6/2019	y					
LACMP23-34304	NSF-17-1090	C3/L4	Mammalia	Rodentia	Cricetidae	Neotominae	?Peromyscus	sp	lower lt m1	surface covered	8/6/2019	y					
LACMP23-34305	NSF-17-1091	C3/L4	Mammalia	Rodentia	Cricetidae	Neotominae	Peromyscus	sp	lower lt m1	grade 1	8/6/2019	y					
LACMP23-34306	NSF-17-1092	C3/L4	Mammalia	Rodentia	Cricetidae	Neotominae			molar frag			y					
LACMP23-34307	NSF-17-1093	C3/L4	Mammalia	Rodentia	Cricetidae	Neotominae			lt dentary w/ incisor			y					
LACMP23-34308	NSF-17-1094	C3/L4	Mammalia	Rodentia	Cricetidae	Neotominae			partial lt dentary	no teeth		y					
LACMP23-34309	NSF-17-1095	C3/L4	Mammalia	Rodentia	Cricetidae	Neotominae			rt posterior dentary frag			y					
LACMP23-34310	NSF-17-1096	C3/L4	Mammalia	Rodentia	Cricetidae	?Neotominae			worn tooth frag			y					
LACMP23-34311	NSF-17-1097	C3/L4	Mammalia	Rodentia	Cricetidae	Neotominae	?Peromyscus	sp	upper lt M1	Surface covered	8/6/2019	y					
LACMP23-34312	NSF-17-1098	C3/L4	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth	juv		y					
LACMP23-34313	NSF-17-1099	C3/L4	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper lt P2			y					
LACMP23-34314	NSF-17-1100	C3/L4	Mammalia	Rodentia	?Heteromyidae				lower p4	juv?	1/29/2019	y					
LACMP23-34315	NSF-17-1101	C3/L4	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth frag			y					
LACMP23-34316	NSF-17-1102	C3/L4	Mammalia	Rodentia	Geomyidae	Thomomyinae	Thomomys 	sp	partial upper M1/M2			y					
LACMP23-34317	NSF-17-1103	C3/L4	Mammalia	Rodentia	Geomyidae	Thomomyinae	?Thomomys	sp	upper M1/M2			y					
LACMP23-34318	NSF-17-1104	C3/L4	Mammalia	Rodentia	Heteromyidae	Dipodomyinae	?Dipodomys	sp	lower p4	juv?	1/29/2019	y					
LACMP23-34319	NSF-17-1105	C3/L4	Mammalia	Rodentia	Heteromyidae	Dipodomyinae	Dipodomys	sp	molar		1/29/2019	y					
LACMP23-34320	NSF-17-1106	C3/L4	Mammalia	Rodentia	Heteromyidae	Dipodomyinae	Dipodomys	sp	lower p4	juv?	1/29/2019	y					
LACMP23-34321	NSF-17-1107	C3/L4	Mammalia	Rodentia	Heteromyidae	Dipodomyinae	Dipodomys	sp	lower lt m1/m2			y					
LACMP23-34322	NSF-17-1108	C3/L4	Mammalia	Rodentia	Heteromyidae	Dipodomyinae	?Dipodomys	sp	molar		1/29/2019	y					
LACMP23-34323	NSF-17-1109	C3/L4	Mammalia	Rodentia	?Geomyidae	Thomomyinae	?Thomomys	sp	upper M1/M2		1/29/2019	y					
LACMP23-34324	NSF-17-1110	C3/L4	Mammalia	Rodentia	Heteromyidae	Dipodomyinae	Dipodomys	sp	upper M1/M2			y					
LACMP23-34325	NSF-17-1111	C3/L4	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth	juv		y					
LACMP23-34326	NSF-17-1112	C3/L4	Mammalia	Rodentia	Heteromyidae	Dipodomyinae	Dipodomys	sp	lower m1/m2			y					
LACMP23-34327	NSF-17-1113	C3/L4	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth frag			y					
LACMP23-34328	NSF-17-1114	C3/L4	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth frag			y					
LACMP23-34329	NSF-17-1115	C3/L4	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth frag			y					
LACMP23-34330	NSF-17-1116	C3/L4	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth frag			y					
LACMP23-34331	NSF-17-1117	C3/L4	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth 	juv		y					
LACMP23-34332	NSF-17-1118	C3/L4	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth frag			y					
LACMP23-34333	NSF-17-1119	C3/L4	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth frag			y					
LACMP23-34334	NSF-17-1120	C3/L4	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper lt tooth			y					
LACMP23-34335	NSF-17-1121	C3/L4	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper lt tooth			y					
LACMP23-34336	NSF-17-1122	C3/L4	Mammalia	Lagomorpha	Leporidae		?Sylvilagus	sp	tooth frag			y					
LACMP23-34337	NSF-17-1123	C3/L4	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper lt tooth			y					
LACMP23-34338	NSF-17-1124	C3/L4	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	tooth frag			y					
LACMP23-34339	NSF-17-1125	C3/L4	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower rt tooth			y					
LACMP23-34340	NSF-17-1126	C3/L4	Mammalia	Lagomorpha	Leporidae		?Sylvilagus	sp	tooth frag			y					
LACMP23-34341	NSF-17-1127	C3/L4	Mammalia	Lagomorpha	Leporidae		?Sylvilagus	sp	tooth frag			y					
LACMP23-34342	NSF-17-1128	C3/L4	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper tooth	juv		y					
LACMP23-34343	NSF-17-1129	C3/L4	Mammalia	Lagomorpha	Leporidae		?Sylvilagus	sp	tooth frag			y					
LACMP23-34344	NSF-17-1130	C3/L4	Mammalia	Lagomorpha	Leporidae		?Sylvilagus	sp	tooth frag			y					
LACMP23-34345	NSF-17-1131	C3/L4	Mammalia	Lagomorpha	Leporidae		?Sylvilagus	sp	tooth frag			y					
LACMP23-34346	NSF-17-1132	C3/L4	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	lower lt m2			y					
LACMP23-34347	NSF-17-1133	C3/L4	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	upper lt M2			y					
LACMP23-34348	NSF-17-1134	C3/L4	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	upper lt M1			y					
LACMP23-34349	NSF-17-1135	C3/L4	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	upper rt M1			y					
LACMP23-34350	NSF-17-1136	C3/L4	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	lower lt m2			y					
LACMP23-34351	NSF-17-1137	C3/L4	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	lower lt m3			y					
LACMP23-34352	NSF-17-1138	C3/L4	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	tooth frag			y					
LACMP23-34353	NSF-17-1139	C3/L4	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	partial lower rt m2			y					
LACMP23-34354	NSF-17-1140	C3/L4	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	upper lt M2			y					
LACMP23-34355	NSF-17-1141	C3/L4	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	molar frag			y					
LACMP23-34356	NSF-17-1142	C3/L4	Mammalia	Artiodactyla	Antelocapridae		Capromeryx	minor	partial molariform tooth			n					
LACMP23-34357	NSF-17-1143	C3/L4	Mammalia	Artiodactyla	Antelocapridae		Capromeryx	minor	molariform tooth frag			n					
LACMP23-34358	NSF-17-1144	C3/L4	Mammalia	Rodentia					tooth			n					
LACMP23-36618	NSF-17-1145	C3/L7	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	partial lower lt. m1		9/13/2018	y					
LACMP23-36616	NSF-17-1146	C3/L7	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	upper rt. M1		9/13/2018	y					
LACMP23-36617	NSF-17-1147	C3/L7	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	californicus	lower lt. m1		1/29/2019	y					
LACMP23-36615	NSF-17-1148	C3/L7	Mammalia	Lagomorpha	Leporidae		Sylvilagus 	bachmani	lower rt. p3		9/13/2018	y					
